,cust_id,transaction_type,transaction_date,subscription_type,customer_gender,age_group,customer_country,referral_type,price
346,347,UPGRADE,2021-07-01,MAX,Female,18-24,Sweden,Paid Search,109
347,348,UPGRADE,2021-03-01,PRO,Other,18-24,Denmark,Missing referral type,75
348,349,initial,2020-12-01,BASIC,Other,35-44,Sweden,facebook,33
349,350,initial,2022-12-01,BASIC,Female,45-54,Norway,Missing referral type,53
350,351,REDUCTION,2021-03-01,PRO,Other,45-54,Sweden,facebook,75
351,352,initial,2020-08-01,BASIC,Other,25-34,Denmark,facebook,33
352,353,UPGRADE,2022-10-01,PRO,Other,25-34,Sweden,facebook,85
353,354,CHURN,2022-06-01,PRO,Female,18-24,Sweden,facebook,85
354,355,UPGRADE,2021-03-01,MAX,Female,35-44,Norway,Missing referral type,109
355,356,REDUCTION,2022-08-01,BASIC,Male,55-65,Denmark,Organic Search,53
356,357,REDUCTION,2022-09-01,BASIC,Female,25-34,Norway,Missing referral type,53
357,358,CHURN,2021-08-01,MAX,Male,35-44,Sweden,TV,109
358,359,REDUCTION,2021-09-01,PRO,Other,55-65,Denmark,facebook,75
359,360,UPGRADE,2021-11-01,MAX,Male,55-65,Denmark,facebook,109
360,361,UPGRADE,2021-09-01,PRO,Male,25-34,Sweden,Missing referral type,75
361,362,REDUCTION,2021-09-01,PRO,Female,45-54,Sweden,Google Ads,75
362,363,REDUCTION,2022-05-01,BASIC,Other,55-65,Sweden,Organic Search,53
363,364,initial,2021-11-01,PRO,Other,18-24,Denmark,Missing referral type,75
364,365,CHURN,2022-08-01,PRO,Female,55-65,Norway,facebook,85
365,366,REDUCTION,2021-06-01,BASIC,Other,45-54,Norway,Google Ads,43
366,367,initial,2021-01-01,BASIC,Male,45-54,Denmark,Missing referral type,43
367,368,initial,2022-12-01,PRO,Other,18-24,Norway,Paid Search,85
368,369,initial,2022-10-01,BASIC,Male,55-65,Norway,facebook,53
369,370,REDUCTION,2021-06-01,BASIC,Other,35-44,Norway,Missing referral type,43
370,371,initial,2022-03-01,PRO,Female,45-54,Sweden,Missing referral type,85
371,372,REDUCTION,2021-09-01,BASIC,Other,35-44,Sweden,Paid Search,43
372,373,REDUCTION,2022-10-01,PRO,Other,45-54,Finland,Missing referral type,85
373,374,initial,2022-05-01,MAX,Other,25-34,Norway,Google Ads,119
374,375,CHURN,2022-01-01,PRO,Male,18-24,Finland,Paid Search,85
375,376,REDUCTION,2021-03-01,BASIC,Other,55-65,Norway,Paid Search,43
376,377,UPGRADE,2022-04-01,MAX,Other,45-54,Norway,Organic Search,119
377,378,UPGRADE,2022-08-01,MAX,Male,18-24,Sweden,Bing,119
378,379,initial,2022-10-01,BASIC,Female,18-24,Sweden,facebook,53
379,380,CHURN,2022-04-01,PRO,Female,35-44,Denmark,Organic Search,85
380,381,initial,2022-05-01,MAX,Other,55-65,Denmark,Paid Search,119
381,382,REDUCTION,2022-09-01,BASIC,Other,45-54,Norway,Organic Search,53
382,383,UPGRADE,2022-09-01,MAX,Male,45-54,Norway,Organic Search,119
383,384,initial,2022-12-01,PRO,Other,25-34,Sweden,Paid Search,85
384,385,initial,2021-12-01,MAX,Female,35-44,Denmark,Missing referral type,109
385,386,initial,2021-08-01,BASIC,Other,55-65,Norway,Missing referral type,43
386,387,initial,2022-09-01,PRO,Female,25-34,Norway,Google Ads,85
387,388,UPGRADE,2022-06-01,MAX,Male,45-54,Norway,Display,119
388,389,REDUCTION,2022-01-01,PRO,Other,18-24,Sweden,Missing referral type,85
389,390,REDUCTION,2022-07-01,BASIC,Other,25-34,Sweden,Missing referral type,53
390,391,UPGRADE,2022-11-01,MAX,Female,25-34,Denmark,facebook,119
391,392,initial,2021-11-01,BASIC,Female,18-24,Sweden,Organic Search,43
392,393,initial,2021-11-01,BASIC,Other,55-65,Norway,Display,43
393,394,REDUCTION,2021-09-01,BASIC,Female,35-44,Norway,Missing referral type,43
394,395,UPGRADE,2021-12-01,PRO,Other,18-24,Norway,facebook,75
395,396,initial,2021-11-01,BASIC,Male,18-24,Sweden,Missing referral type,43
396,397,initial,2021-05-01,BASIC,Female,25-34,Sweden,Missing referral type,43
397,398,CHURN,2020-09-01,BASIC,Other,18-24,Denmark,facebook,33
398,399,UPGRADE,2022-09-01,MAX,Female,25-34,Denmark,Missing referral type,119
399,400,initial,2022-05-01,PRO,Male,45-54,Norway,Missing referral type,85
400,401,initial,2022-10-01,BASIC,Other,45-54,Norway,Missing referral type,53
401,402,REDUCTION,2021-10-01,BASIC,Female,55-65,Norway,Missing referral type,43
402,403,UPGRADE,2022-09-01,MAX,Other,35-44,Denmark,Missing referral type,119
403,404,CHURN,2022-09-01,PRO,Other,18-24,Finland,Google Ads,85
404,405,initial,2022-10-01,PRO,Female,25-34,Norway,Missing referral type,85
405,406,REDUCTION,2022-11-01,BASIC,Female,55-65,Denmark,Missing referral type,53
406,407,initial,2022-10-01,PRO,Other,25-34,Finland,Google Ads,85
407,408,CHURN,2022-08-01,BASIC,Male,45-54,Finland,Paid Search,53
408,409,UPGRADE,2022-01-01,MAX,Female,25-34,Finland,Missing referral type,119
409,410,UPGRADE,2021-02-01,MAX,Male,45-54,Norway,Display,109
410,411,REDUCTION,2022-06-01,BASIC,Male,45-54,Norway,Organic Search,53
411,412,initial,2022-04-01,BASIC,Female,25-34,Sweden,Missing referral type,53
412,413,UPGRADE,2021-09-01,MAX,Male,45-54,Norway,Missing referral type,109
413,414,initial,2021-05-01,BASIC,Female,25-34,Sweden,Organic Search,43
414,415,CHURN,2022-06-01,PRO,Other,25-34,Denmark,Paid Search,85
415,416,initial,2022-12-01,BASIC,Other,55-65,Norway,TV,53
416,417,initial,2022-12-01,PRO,Female,55-65,Sweden,Missing referral type,85
417,418,initial,2022-08-01,BASIC,Male,35-44,Sweden,Missing referral type,53
418,419,initial,2020-10-01,BASIC,Male,25-34,Denmark,TV,33
419,420,UPGRADE,2022-10-01,MAX,Female,18-24,Sweden,facebook,119
420,421,REDUCTION,2022-09-01,PRO,Other,35-44,Norway,Missing referral type,85
421,422,UPGRADE,2022-04-01,PRO,Female,25-34,Sweden,facebook,85
422,423,REDUCTION,2021-05-01,BASIC,Female,25-34,Norway,Missing referral type,43
423,424,UPGRADE,2021-10-01,MAX,Female,45-54,Norway,Paid Search,109
424,425,REDUCTION,2021-03-01,BASIC,Other,35-44,Norway,Missing referral type,43
425,426,initial,2021-11-01,BASIC,Female,45-54,Denmark,Paid Search,43
426,427,REDUCTION,2022-06-01,PRO,Other,45-54,Finland,Google Ads,85
427,428,initial,2022-04-01,MAX,Other,18-24,Norway,facebook,119
428,429,REDUCTION,2021-03-01,PRO,Other,25-34,Sweden,facebook,75
429,430,UPGRADE,2022-06-01,MAX,Other,25-34,Norway,TV,119
430,431,UPGRADE,2022-04-01,MAX,Female,45-54,Denmark,Missing referral type,119
431,432,REDUCTION,2022-03-01,BASIC,Other,25-34,Norway,Missing referral type,53
432,433,UPGRADE,2022-02-01,MAX,Other,35-44,Sweden,Missing referral type,119
433,434,initial,2020-11-01,BASIC,Female,18-24,Sweden,facebook,33
434,435,UPGRADE,2022-11-01,MAX,Other,18-24,Sweden,Missing referral type,119
435,436,REDUCTION,2021-09-01,BASIC,Other,18-24,Sweden,Missing referral type,43
436,437,REDUCTION,2022-09-01,BASIC,Male,25-34,Norway,Missing referral type,53
437,438,UPGRADE,2022-05-01,MAX,Other,35-44,Denmark,Organic Search,119
438,439,REDUCTION,2022-08-01,PRO,Other,55-65,Finland,Organic Search,85
439,440,CHURN,2022-10-01,MAX,Male,35-44,Finland,Missing referral type,119
440,441,CHURN,2022-04-01,PRO,Female,35-44,Finland,Paid Search,85
441,442,UPGRADE,2021-12-01,MAX,Female,18-24,Sweden,facebook,109
442,443,CHURN,2022-03-01,BASIC,Other,25-34,Denmark,Missing referral type,53
443,444,initial,2022-03-01,PRO,Female,18-24,Finland,Paid Search,85
444,445,REDUCTION,2022-11-01,BASIC,Other,18-24,Norway,Missing referral type,53
445,446,UPGRADE,2021-05-01,PRO,Other,18-24,Denmark,Missing referral type,75
446,447,CHURN,2021-07-01,PRO,Other,35-44,Denmark,Paid Search,75
447,448,initial,2020-10-01,BASIC,Other,18-24,Sweden,Missing referral type,33
448,449,REDUCTION,2021-08-01,BASIC,Other,18-24,Denmark,Missing referral type,43
449,450,initial,2021-06-01,PRO,Female,35-44,Norway,Organic Search,75
450,451,initial,2022-07-01,BASIC,Female,45-54,Sweden,facebook,53
451,452,initial,2022-03-01,MAX,Other,45-54,Norway,TV,119
452,453,initial,2021-09-01,BASIC,Female,18-24,Sweden,Missing referral type,43
453,454,initial,2022-12-01,PRO,Male,45-54,Norway,Missing referral type,85
454,455,UPGRADE,2022-07-01,MAX,Other,45-54,Finland,Google Ads,119
455,456,REDUCTION,2021-07-01,PRO,Other,55-65,Sweden,facebook,75
456,457,UPGRADE,2021-08-01,PRO,Male,35-44,Norway,Google Ads,75
457,458,initial,2022-09-01,PRO,Other,45-54,Finland,Missing referral type,85
458,459,UPGRADE,2022-11-01,MAX,Female,18-24,Finland,Missing referral type,119
459,460,UPGRADE,2021-10-01,MAX,Female,18-24,Sweden,TV,109
460,461,UPGRADE,2021-03-01,PRO,Female,25-34,Sweden,Missing referral type,75
461,462,UPGRADE,2022-01-01,PRO,Male,35-44,Sweden,Missing referral type,85
462,463,UPGRADE,2021-12-01,MAX,Other,18-24,Norway,Missing referral type,109
463,464,initial,2022-03-01,BASIC,Other,18-24,Finland,Paid Search,53
464,465,CHURN,2022-02-01,MAX,Male,55-65,Denmark,Missing referral type,119
465,466,initial,2021-08-01,BASIC,Other,45-54,Norway,Display,43
466,467,initial,2022-06-01,PRO,Female,25-34,Sweden,Missing referral type,85
467,468,initial,2022-06-01,BASIC,Female,18-24,Norway,facebook,53
468,469,REDUCTION,2022-01-01,BASIC,Other,35-44,Sweden,Missing referral type,53
469,470,UPGRADE,2021-05-01,MAX,Male,35-44,Norway,Missing referral type,109
470,471,initial,2022-02-01,BASIC,Male,55-65,Norway,facebook,53
471,472,initial,2021-04-01,BASIC,Male,25-34,Sweden,TV,43
472,473,UPGRADE,2022-11-01,MAX,Female,35-44,Norway,Google Ads,119
473,474,initial,2021-09-01,BASIC,Male,55-65,Sweden,Paid Search,43
474,475,UPGRADE,2021-06-01,MAX,Other,35-44,Sweden,Missing referral type,109
475,476,initial,2021-10-01,BASIC,Other,45-54,Finland,Missing referral type,43
476,477,UPGRADE,2022-05-01,MAX,Male,55-65,Denmark,Missing referral type,119
477,478,UPGRADE,2022-06-01,MAX,Male,35-44,Norway,Missing referral type,119
478,479,initial,2022-02-01,MAX,Other,45-54,Denmark,facebook,119
479,480,initial,2022-03-01,MAX,Other,55-65,Norway,TV,119
480,481,UPGRADE,2021-04-01,PRO,Female,35-44,Sweden,Missing referral type,75
481,482,UPGRADE,2022-01-01,MAX,Female,35-44,Sweden,facebook,119
482,483,initial,2022-12-01,MAX,Female,45-54,Norway,Missing referral type,119
483,484,REDUCTION,2022-08-01,PRO,Other,35-44,Sweden,facebook,85
484,485,CHURN,2022-03-01,PRO,Other,35-44,Sweden,Missing referral type,85
485,486,UPGRADE,2021-01-01,MAX,Male,18-24,Sweden,Paid Search,109
486,487,CHURN,2021-05-01,BASIC,Other,45-54,Sweden,Missing referral type,43
487,488,initial,2021-09-01,BASIC,Male,55-65,Finland,Missing referral type,43
488,489,UPGRADE,2021-10-01,MAX,Other,18-24,Sweden,Missing referral type,109
489,490,initial,2021-12-01,MAX,Other,35-44,Denmark,Missing referral type,109
490,491,initial,2021-10-01,BASIC,Male,45-54,Norway,Missing referral type,43
491,492,CHURN,2022-09-01,PRO,Female,45-54,Sweden,facebook,85
492,493,REDUCTION,2022-05-01,BASIC,Other,18-24,Norway,Missing referral type,53
493,494,UPGRADE,2021-09-01,MAX,Female,18-24,Norway,facebook,109
494,495,initial,2022-10-01,BASIC,Other,18-24,Finland,Display,53
495,496,initial,2022-05-01,BASIC,Other,25-34,Sweden,Organic Search,53
496,497,UPGRADE,2022-07-01,PRO,Male,25-34,Finland,facebook,85
497,498,REDUCTION,2022-08-01,BASIC,Other,35-44,Finland,Missing referral type,53
498,499,REDUCTION,2021-06-01,BASIC,Male,55-65,Denmark,Organic Search,43
499,500,CHURN,2021-10-01,PRO,Other,45-54,Finland,Paid Search,75
500,501,CHURN,2022-04-01,BASIC,Male,35-44,Finland,Organic Search,53
501,502,REDUCTION,2021-01-01,BASIC,Female,18-24,Sweden,Missing referral type,43
502,503,initial,2022-03-01,BASIC,Other,18-24,Sweden,Missing referral type,53
503,504,initial,2022-10-01,PRO,Other,25-34,Sweden,Display,85
504,505,REDUCTION,2022-09-01,BASIC,Other,18-24,Denmark,Paid Search,53
505,506,CHURN,2022-04-01,MAX,Male,18-24,Denmark,Missing referral type,119
506,507,initial,2022-08-01,BASIC,Other,55-65,Sweden,Organic Search,53
507,508,initial,2021-07-01,BASIC,Female,35-44,Sweden,facebook,43
508,509,REDUCTION,2022-07-01,BASIC,Female,45-54,Finland,Missing referral type,53
509,510,CHURN,2021-08-01,PRO,Female,25-34,Sweden,Paid Search,75
510,511,UPGRADE,2021-09-01,MAX,Other,35-44,Sweden,Paid Search,109
511,512,CHURN,2022-05-01,MAX,Other,55-65,Finland,Display,119
512,513,REDUCTION,2022-08-01,PRO,Other,45-54,Finland,Paid Search,85
513,514,REDUCTION,2022-05-01,PRO,Other,18-24,Denmark,Google Ads,85
514,515,UPGRADE,2021-11-01,MAX,Female,35-44,Sweden,Paid Search,109
515,516,REDUCTION,2022-06-01,BASIC,Other,55-65,Norway,Missing referral type,53
516,517,CHURN,2022-09-01,MAX,Male,45-54,Finland,Google Ads,119
517,518,CHURN,2021-09-01,MAX,Male,35-44,Finland,Missing referral type,109
518,519,initial,2022-06-01,BASIC,Other,35-44,Denmark,Missing referral type,53
519,520,CHURN,2021-08-01,PRO,Male,45-54,Denmark,Missing referral type,75
520,521,UPGRADE,2022-05-01,MAX,Other,18-24,Denmark,Google Ads,119
521,522,CHURN,2022-11-01,PRO,Other,35-44,Sweden,facebook,85
522,523,REDUCTION,2022-06-01,BASIC,Other,55-65,Finland,Paid Search,53
523,524,initial,2022-11-01,BASIC,Other,25-34,Denmark,Missing referral type,53
524,525,UPGRADE,2022-08-01,PRO,Female,25-34,Sweden,Google Ads,85
525,526,initial,2021-04-01,BASIC,Other,35-44,Finland,Missing referral type,43
526,527,REDUCTION,2021-01-01,BASIC,Other,55-65,Finland,Paid Search,43
527,528,REDUCTION,2022-06-01,BASIC,Other,35-44,Sweden,Missing referral type,53
528,529,UPGRADE,2022-11-01,PRO,Other,25-34,Sweden,Missing referral type,85
529,530,UPGRADE,2022-07-01,PRO,Female,25-34,Denmark,Missing referral type,85
530,531,REDUCTION,2021-07-01,PRO,Other,45-54,Norway,Missing referral type,75
531,532,UPGRADE,2022-03-01,MAX,Female,25-34,Norway,Missing referral type,119
532,533,initial,2021-11-01,BASIC,Male,18-24,Norway,Paid Search,43
533,534,initial,2022-06-01,BASIC,Female,18-24,Norway,Missing referral type,53
534,535,UPGRADE,2022-07-01,PRO,Male,18-24,Denmark,Organic Search,85
535,536,initial,2021-12-01,BASIC,Other,18-24,Finland,Organic Search,43
536,537,initial,2021-11-01,PRO,Other,35-44,Sweden,Missing referral type,75
537,538,initial,2022-07-01,BASIC,Other,55-65,Norway,facebook,53
538,539,REDUCTION,2022-05-01,PRO,Female,25-34,Norway,Google Ads,85
539,540,REDUCTION,2022-01-01,BASIC,Male,45-54,Norway,Missing referral type,53
540,541,REDUCTION,2022-10-01,BASIC,Female,55-65,Sweden,Missing referral type,53
541,542,initial,2022-04-01,BASIC,Male,18-24,Finland,Paid Search,53
542,543,initial,2022-12-01,PRO,Other,45-54,Norway,Missing referral type,85
543,544,initial,2022-05-01,BASIC,Male,55-65,Sweden,Missing referral type,53
544,545,REDUCTION,2021-02-01,BASIC,Other,18-24,Denmark,Missing referral type,43
545,546,CHURN,2022-07-01,BASIC,Other,45-54,Denmark,Organic Search,53
546,547,CHURN,2022-10-01,BASIC,Female,18-24,Finland,Google Ads,53
547,548,UPGRADE,2022-03-01,MAX,Male,18-24,Norway,Paid Search,119
548,549,initial,2021-01-01,BASIC,Male,25-34,Norway,Organic Search,43
549,550,initial,2022-05-01,BASIC,Female,18-24,Norway,TV,53
550,551,CHURN,2021-08-01,MAX,Other,18-24,Finland,Google Ads,109
551,552,REDUCTION,2021-12-01,BASIC,Male,45-54,Norway,Display,43
552,553,CHURN,2022-06-01,MAX,Other,45-54,Sweden,Google Ads,119
553,554,UPGRADE,2022-02-01,MAX,Other,55-65,Norway,Display,119
554,555,UPGRADE,2022-03-01,MAX,Other,55-65,Sweden,Missing referral type,119
555,556,CHURN,2022-02-01,PRO,Other,55-65,Denmark,Missing referral type,85
556,557,REDUCTION,2022-05-01,BASIC,Other,35-44,Finland,Missing referral type,53
557,558,CHURN,2022-08-01,MAX,Female,35-44,Sweden,Organic Search,119
558,559,CHURN,2021-11-01,BASIC,Male,45-54,Sweden,facebook,43
559,560,initial,2022-06-01,MAX,Other,45-54,Sweden,Missing referral type,119
560,561,initial,2022-07-01,PRO,Male,35-44,Denmark,Missing referral type,85
561,562,REDUCTION,2022-10-01,PRO,Female,25-34,Sweden,Google Ads,85
562,563,initial,2021-06-01,MAX,Other,45-54,Denmark,Missing referral type,109
563,564,initial,2021-09-01,MAX,Other,45-54,Sweden,facebook,109
564,565,initial,2022-07-01,PRO,Female,55-65,Sweden,Google Ads,85
565,566,CHURN,2022-01-01,PRO,Male,25-34,Sweden,Missing referral type,85
566,567,initial,2022-09-01,BASIC,Female,55-65,Finland,Missing referral type,53
567,568,initial,2022-06-01,PRO,Female,25-34,Norway,Paid Search,85
568,569,CHURN,2021-05-01,MAX,Female,55-65,Sweden,Missing referral type,109
569,570,initial,2022-11-01,PRO,Male,35-44,Denmark,Missing referral type,85
570,571,initial,2022-09-01,BASIC,Female,18-24,Norway,Missing referral type,53
571,572,initial,2022-07-01,MAX,Other,25-34,Sweden,Google Ads,119
572,573,initial,2022-03-01,PRO,Female,35-44,Norway,Google Ads,85
573,574,UPGRADE,2022-08-01,PRO,Female,45-54,Finland,Missing referral type,85
574,575,UPGRADE,2022-04-01,MAX,Other,55-65,Finland,Missing referral type,119
575,576,initial,2022-11-01,BASIC,Female,45-54,Sweden,Missing referral type,53
576,577,initial,2022-03-01,BASIC,Female,18-24,Sweden,facebook,53
577,578,UPGRADE,2022-11-01,MAX,Female,18-24,Norway,Missing referral type,119
578,579,CHURN,2022-06-01,PRO,Other,55-65,Sweden,Display,85
579,580,initial,2022-11-01,MAX,Female,25-34,Finland,facebook,119
580,581,initial,2022-03-01,MAX,Other,18-24,Norway,Missing referral type,119
581,582,initial,2021-07-01,BASIC,Male,35-44,Norway,TV,43
582,583,REDUCTION,2021-10-01,BASIC,Male,45-54,Sweden,Missing referral type,43
583,584,REDUCTION,2022-06-01,BASIC,Male,25-34,Finland,Missing referral type,53
584,585,initial,2022-11-01,MAX,Other,25-34,Finland,Missing referral type,119
585,586,UPGRADE,2020-08-01,MAX,Male,18-24,Norway,Missing referral type,99
586,587,UPGRADE,2022-03-01,PRO,Male,35-44,Sweden,TV,85
587,588,REDUCTION,2021-11-01,PRO,Other,45-54,Sweden,Missing referral type,75
588,589,initial,2022-08-01,MAX,Other,45-54,Finland,Missing referral type,119
589,590,initial,2020-04-01,BASIC,Male,18-24,Sweden,Missing referral type,33
590,591,UPGRADE,2022-05-01,PRO,Female,18-24,Sweden,Google Ads,85
591,592,REDUCTION,2022-01-01,BASIC,Female,35-44,Norway,Missing referral type,53
592,593,initial,2022-02-01,BASIC,Female,18-24,Denmark,Missing referral type,53
593,594,CHURN,2021-04-01,BASIC,Other,55-65,Sweden,TV,43
594,595,initial,2021-05-01,BASIC,Female,55-65,Denmark,facebook,43
595,596,,2022-10-01,MAX,Male,18-24,Finland,Google Ads,119
596,597,UPGRADE,2022-10-01,PRO,Male,45-54,Sweden,facebook,85
597,598,initial,2021-04-01,MAX,Other,35-44,Denmark,Missing referral type,109
598,599,CHURN,2022-07-01,PRO,Female,55-65,Denmark,Missing referral type,85
599,600,initial,2021-07-01,BASIC,Female,35-44,Finland,Display,43
600,601,REDUCTION,2021-06-01,BASIC,Female,55-65,Norway,Display,43
601,602,REDUCTION,2020-09-01,BASIC,Female,25-34,Norway,Google Ads,33
602,603,CHURN,2022-10-01,MAX,Male,35-44,Denmark,Paid Search,119
603,604,initial,2021-06-01,BASIC,Other,18-24,Norway,Bing,43
604,605,REDUCTION,2021-01-01,BASIC,Other,18-24,Norway,Missing referral type,43
605,606,CHURN,2021-10-01,BASIC,Female,35-44,Finland,Organic Search,43
606,607,initial,2022-09-01,MAX,Female,18-24,Norway,facebook,119
607,608,initial,2022-07-01,BASIC,Female,45-54,Finland,Missing referral type,53
608,609,UPGRADE,2020-04-01,MAX,Other,55-65,Finland,Paid Search,99
609,610,initial,2020-07-01,BASIC,Other,45-54,Denmark,Missing referral type,33
610,611,initial,2022-07-01,BASIC,Other,25-34,Denmark,Missing referral type,53
611,612,initial,2022-06-01,BASIC,Other,55-65,Finland,Paid Search,53
612,613,UPGRADE,2022-11-01,PRO,Male,18-24,Denmark,Missing referral type,85
613,614,REDUCTION,2020-12-01,PRO,Other,35-44,Sweden,facebook,65
614,615,REDUCTION,2022-11-01,PRO,Other,45-54,Denmark,Organic Search,85
615,616,initial,2022-04-01,PRO,Other,35-44,Finland,Missing referral type,85
616,617,initial,2021-10-01,PRO,Male,18-24,Norway,Display,75
617,618,CHURN,2022-06-01,BASIC,Male,18-24,Sweden,Missing referral type,53
618,619,UPGRADE,2022-09-01,MAX,Other,18-24,Sweden,TV,119
619,620,initial,2022-12-01,PRO,Male,35-44,Norway,Organic Search,85
620,621,initial,2022-12-01,MAX,Other,45-54,Denmark,Missing referral type,119
621,622,UPGRADE,2022-04-01,MAX,Female,55-65,Norway,Google Ads,119
622,623,initial,2020-08-01,BASIC,Female,18-24,Finland,facebook,33
623,624,initial,2022-10-01,PRO,Male,25-34,Finland,Organic Search,85
624,625,UPGRADE,2022-10-01,MAX,Female,45-54,Sweden,Organic Search,119
625,626,initial,2021-10-01,BASIC,Other,35-44,Sweden,Paid Search,43
626,627,initial,2022-07-01,BASIC,Female,25-34,Denmark,facebook,53
627,628,CHURN,2022-10-01,BASIC,Female,45-54,Sweden,facebook,53
628,629,REDUCTION,2022-07-01,BASIC,Other,25-34,Sweden,facebook,53
629,630,UPGRADE,2021-11-01,MAX,Female,18-24,Denmark,Missing referral type,109
630,631,CHURN,2022-03-01,PRO,Other,18-24,Norway,facebook,85
631,632,REDUCTION,2022-06-01,BASIC,Male,35-44,Denmark,Missing referral type,53
632,633,UPGRADE,2022-10-01,PRO,Female,45-54,Denmark,Missing referral type,85
633,634,UPGRADE,2022-04-01,PRO,Other,18-24,Sweden,Missing referral type,85
634,635,CHURN,2022-06-01,BASIC,Male,55-65,Denmark,Missing referral type,53
635,636,CHURN,2021-02-01,MAX,Female,25-34,Denmark,Organic Search,109
636,637,REDUCTION,2021-12-01,BASIC,Female,18-24,Sweden,Google Ads,43
637,638,REDUCTION,2022-08-01,BASIC,Other,25-34,Finland,Google Ads,53
638,639,REDUCTION,2022-02-01,BASIC,Male,25-34,Denmark,Google Ads,53
639,640,UPGRADE,2021-11-01,MAX,Male,45-54,Norway,Google Ads,109
640,641,CHURN,2022-06-01,BASIC,Male,35-44,Sweden,facebook,53
641,642,UPGRADE,2021-07-01,MAX,Female,18-24,Denmark,facebook,109
642,643,initial,2022-07-01,MAX,Other,35-44,Sweden,Google Ads,119
643,644,initial,2021-11-01,BASIC,Female,18-24,Sweden,Missing referral type,43
